ID,Income,Kids,Teens,Age,Divorced,Married,Single,Together,Widow,Basic,Graduate,Master,PhD,State
2965,172968,0,0,57,1,0,0,0,0,0,0,0,1,State-Illinois
3076,172967,0,1,50,1,0,0,0,0,0,1,0,0,State-Other
1255,172940,0,0,50,0,1,0,0,0,0,1,0,0,State-Illinois
1586,172906,0,0,65,0,0,1,0,0,0,1,0,0,State-New York
2852,172905,0,0,62,0,1,0,0,0,0,1,0,0,State-New York
2115,172903,0,0,35,0,0,1,0,0,0,1,0,0,State-Texas
2305,172828,0,1,58,0,1,0,0,0,0,0,1,0,State-Illinois
1515,172679,0,1,51,0,0,1,0,0,0,1,0,0,State-Texas
2943,172643,0,0,71,0,0,0,0,1,0,1,0,0,State-Texas
1607,172635,0,0,65,0,1,0,0,0,0,0,0,0,State-California
2648,172635,0,0,65,0,1,0,0,0,0,0,0,0,State-New York
2918,172570,0,0,36,0,1,0,0,0,0,1,0,0,State-New York
1046,172550,1,1,66,0,1,0,0,0,0,0,0,1,State-New York
1790,172504,0,1,48,0,0,1,0,0,0,1,0,0,State-New York
1209,172460,0,0,51,0,1,0,0,0,0,1,0,0,State-Texas
1902,172354,0,0,27,0,0,1,0,0,0,1,0,0,State-Florida
2928,172335,0,0,44,0,0,0,1,0,0,0,0,1,State-Florida
3100,172309,0,0,44,0,0,1,0,0,0,0,1,0,State-Other
1605,172298,0,0,71,0,0,0,0,1,0,1,0,0,State-Texas
2792,172282,0,0,69,0,0,1,0,0,0,1,0,0,State-New York
1760,172258,0,1,49,0,0,1,0,0,0,1,0,0,State-New York
2039,172228,0,0,68,0,0,1,0,0,0,1,0,0,State-California
3087,172217,0,0,58,0,0,1,0,0,0,0,1,0,State-Texas
1704,172190,0,0,55,0,1,0,0,0,0,1,0,0,State-Florida
2827,172159,0,0,42,0,1,0,0,0,0,0,0,1,State-Illinois
2738,172117,0,1,43,0,1,0,0,0,0,1,0,0,State-New York
1337,172099,0,0,46,0,1,0,0,0,0,1,0,0,State-California
2789,172071,0,1,66,1,0,0,0,0,0,1,0,0,State-California
3134,172071,0,1,66,1,0,0,0,0,0,1,0,0,State-New York
2634,172066,0,0,39,0,0,1,0,0,0,1,0,0,State-Florida
1751,172063,0,1,41,0,1,0,0,0,0,1,0,0,State-California
1716,172025,0,0,71,0,1,0,0,0,0,1,0,0,State-Florida
1352,172025,0,0,58,0,0,0,1,0,0,1,0,0,State-New York
2514,171969,0,1,49,0,1,0,0,0,0,0,0,1,State-Florida
3141,171965,0,1,69,0,1,0,0,0,0,1,0,0,State-Texas
2985,171964,0,0,62,1,0,0,0,0,0,1,0,0,State-Texas
1335,171952,1,0,34,0,1,0,0,0,0,1,0,0,State-Texas
1686,171952,1,0,34,0,1,0,0,0,0,1,0,0,State-Florida
3044,171866,0,1,64,0,1,0,0,0,0,1,0,0,State-New York
2582,171855,0,1,43,0,1,0,0,0,0,1,0,0,State-New York
2316,171853,0,0,38,0,0,0,1,0,0,1,0,0,State-Florida
2742,171853,0,0,38,0,0,0,1,0,0,1,0,0,State-Florida
2259,171847,0,0,42,1,0,0,0,0,0,1,0,0,State-Texas
2096,171819,0,1,49,0,0,0,1,0,0,1,0,0,State-New York
1917,171796,0,0,49,0,0,0,1,0,0,1,0,0,State-Texas
2474,171706,0,1,61,0,0,0,1,0,0,1,0,0,State-New York
2070,171691,0,0,62,0,0,1,0,0,0,0,0,1,State-Florida
2936,171670,0,0,58,0,0,0,0,1,0,0,0,1,State-New York
2284,171626,0,0,41,0,1,0,0,0,0,1,0,0,State-Other
1003,171613,0,0,55,0,0,0,1,0,0,1,0,0,State-Illinois
2309,171604,0,0,75,0,0,0,1,0,0,0,0,1,State-California
1546,171499,0,1,49,0,0,0,1,0,0,0,1,0,State-Other
1117,171488,0,0,55,0,0,0,1,0,0,0,0,0,State-Illinois
1761,171466,0,0,46,0,0,1,0,0,0,0,0,1,State-Texas
2312,171434,0,1,58,0,1,0,0,0,0,1,0,0,State-New York
1682,171427,2,0,42,0,1,0,0,0,0,1,0,0,State-New York
1816,171391,0,1,64,0,1,0,0,0,0,1,0,0,State-Other
1502,171367,0,0,61,0,0,0,1,0,0,1,0,0,State-New York
2073,171367,0,0,61,0,0,0,1,0,0,1,0,0,State-Texas
2999,171322,0,1,55,0,1,0,0,0,0,0,0,1,State-California
3061,171322,0,1,44,0,0,0,1,0,0,1,0,0,State-Illinois
2758,171232,0,1,61,0,0,0,1,0,0,1,0,0,State-Other
1728,171163,0,0,25,0,0,1,0,0,0,1,0,0,State-Florida
3031,171128,1,0,47,1,0,0,0,0,0,1,0,0,State-Illinois
1334,171113,0,1,63,0,1,0,0,0,0,1,0,0,State-New York
2704,171107,0,1,69,0,1,0,0,0,0,1,0,0,State-Other
1683,171022,0,1,42,1,0,0,0,0,0,1,0,0,State-Texas
1610,170971,0,1,60,0,0,0,1,0,0,1,0,0,State-New York
1202,170951,0,0,35,0,1,0,0,0,0,1,0,0,State-New York
2896,170932,0,1,48,0,1,0,0,0,0,0,0,0,State-Other
1997,170924,0,0,55,0,1,0,0,0,0,0,0,0,State-California
2031,170924,0,0,55,0,1,0,0,0,0,0,0,0,State-Texas
1299,170893,0,0,44,0,0,1,0,0,0,0,1,0,State-Texas
2838,170886,1,0,49,0,1,0,0,0,0,1,0,0,State-Florida
2410,170844,1,1,53,1,0,0,0,0,0,1,0,0,State-Other
1437,170829,1,1,40,0,1,0,0,0,0,0,0,0,State-Texas
2920,170792,0,0,69,0,0,0,0,1,0,1,0,0,State-Other
1378,170777,0,1,52,0,1,0,0,0,0,0,1,0,State-Other
2052,170713,0,1,54,0,0,0,1,0,0,1,0,0,State-Florida
1060,170666,0,0,72,0,0,0,1,0,0,1,0,0,State-Other
1941,170647,0,1,53,1,0,0,0,0,0,1,0,0,State-Texas
2855,170643,0,0,36,0,1,0,0,0,0,0,0,1,State-California
2578,170638,0,0,65,1,0,0,0,0,0,0,1,0,State-Other
2902,170617,0,0,50,0,1,0,0,0,0,1,0,0,State-Other
2036,170596,0,0,35,0,0,1,0,0,0,1,0,0,State-New York
2747,170596,0,0,35,0,0,1,0,0,0,1,0,0,State-California
2101,170566,0,1,52,0,0,1,0,0,0,1,0,0,State-Illinois
1718,170545,0,1,68,0,0,0,1,0,0,0,1,0,State-New York
2331,170515,0,0,27,0,0,1,0,0,0,1,0,0,State-Texas
1507,170503,0,0,67,0,1,0,0,0,0,1,0,0,State-Illinois
2655,170440,0,0,42,0,0,0,1,0,0,1,0,0,State-Texas
1777,170421,0,1,66,0,1,0,0,0,0,0,0,1,State-Illinois
2461,170379,0,1,44,0,0,1,0,0,0,0,1,0,State-Illinois
1151,170356,0,0,75,0,1,0,0,0,0,0,0,1,State-California
1659,170337,0,0,41,0,0,1,0,0,0,1,0,0,State-Texas
2718,170321,0,0,73,0,0,0,1,0,0,1,0,0,State-Florida
2854,170300,1,0,45,1,0,0,0,0,0,1,0,0,State-Other
1053,170287,0,0,54,1,0,0,0,0,0,1,0,0,State-Texas
2535,170179,0,1,44,1,0,0,0,0,0,0,0,1,State-Texas
3032,170179,0,1,44,1,0,0,0,0,0,0,0,1,State-New York
1445,170165,0,0,71,0,0,0,0,1,0,1,0,0,State-California
1851,170123,0,0,37,0,0,0,1,0,0,0,0,1,State-Texas
2833,170116,0,0,48,0,1,0,0,0,0,0,0,1,State-Illinois
2178,170091,1,0,51,0,1,0,0,0,0,0,1,0,State-Florida
2935,170053,0,1,55,0,1,0,0,0,0,0,1,0,State-Illinois
2710,170044,0,1,66,1,0,0,0,0,0,1,0,0,State-Other
2424,170038,0,0,38,0,0,0,1,0,0,0,0,1,State-Florida
3035,170038,0,0,38,0,0,0,1,0,0,0,0,1,State-California
2231,169969,0,0,55,0,1,0,0,0,0,0,0,1,State-California
2846,169932,0,1,56,1,0,0,0,0,0,1,0,0,State-New York
2497,169930,0,0,49,0,0,0,1,0,0,1,0,0,State-Illinois
2723,169901,0,1,51,1,0,0,0,0,0,1,0,0,State-California
1576,169882,0,0,55,0,0,1,0,0,0,0,1,0,State-Other
1265,169867,0,0,34,0,0,1,0,0,0,0,0,1,State-California
3086,169805,0,1,68,0,0,0,1,0,0,0,0,1,State-New York
1336,169759,0,0,54,0,0,1,0,0,0,0,0,1,State-Other
2613,169755,0,0,75,0,1,0,0,0,0,1,0,0,State-Texas
2869,169719,0,0,46,0,0,1,0,0,0,1,0,0,State-Illinois
2853,169702,0,1,69,0,0,0,1,0,0,0,0,1,State-Texas
1248,169674,0,2,52,1,0,0,0,0,0,0,0,1,State-Florida
1184,169661,0,0,40,0,1,0,0,0,0,0,1,0,State-New York
2335,169627,0,1,58,0,0,1,0,0,0,1,0,0,State-Illinois
3220,169534,1,1,0,0,1,0,0,0,0,0,0,1,State-Other
3047,169520,0,0,37,0,1,0,0,0,0,1,0,0,State-California
1207,169508,1,0,40,0,0,0,1,0,0,1,0,0,State-Illinois
1670,169476,0,0,51,0,0,0,1,0,0,0,0,1,State-New York
2425,169401,0,1,47,0,0,0,1,0,0,0,0,0,State-Illinois
2386,169389,0,1,43,0,1,0,0,0,0,0,0,1,State-Other
1145,169372,0,0,71,0,0,0,1,0,0,1,0,0,State-California
2508,169283,0,1,45,0,1,0,0,0,0,0,0,1,State-Florida
1257,169267,0,0,67,0,0,1,0,0,0,1,0,0,State-Texas
3138,169263,0,1,55,0,0,1,0,0,0,1,0,0,State-Florida
3204,169245,0,1,64,0,0,0,1,0,0,0,1,0,State-Florida
3119,169209,0,0,48,0,1,0,0,0,0,1,0,0,State-California
1188,169142,0,1,68,1,0,0,0,0,0,1,0,0,State-Florida
2333,169139,0,1,55,0,1,0,0,0,0,1,0,0,State-California
2594,169139,0,1,55,0,1,0,0,0,0,1,0,0,State-New York
2334,169109,0,0,38,0,1,0,0,0,0,1,0,0,State-Florida
2839,169109,0,0,38,0,1,0,0,0,0,1,0,0,State-Illinois
2033,169098,0,0,71,0,1,0,0,0,0,0,0,1,State-California
1064,169096,0,1,62,0,0,0,1,0,0,1,0,0,State-New York
1613,169084,1,0,50,0,1,0,0,0,0,0,0,1,State-California
2643,169084,1,0,50,0,1,0,0,0,0,0,0,1,State-Texas
2835,169063,0,1,54,0,1,0,0,0,0,0,0,1,State-Texas
2649,169016,0,1,50,0,1,0,0,0,0,1,0,0,State-Texas
2983,168805,0,1,61,1,0,0,0,0,0,0,0,1,State-Illinois
1663,168743,0,0,53,1,0,0,0,0,0,1,0,0,State-Illinois
2013,168695,0,0,51,0,0,0,1,0,0,1,0,0,State-Texas
2431,168695,0,0,51,0,0,0,1,0,0,1,0,0,State-Illinois
1379,168682,0,0,29,0,0,0,1,0,0,0,0,1,State-California
2199,168682,0,0,29,0,0,0,1,0,0,0,0,1,State-Texas
1033,168657,0,0,74,0,1,0,0,0,0,0,1,0,State-Illinois
1324,168655,0,0,32,0,0,1,0,0,0,1,0,0,State-Other
2586,168655,0,0,32,0,0,1,0,0,0,1,0,0,State-Florida
1285,168627,0,0,38,0,0,1,0,0,0,1,0,0,State-Illinois
2475,168487,0,0,32,0,1,0,0,0,0,1,0,0,State-Texas
3053,168487,0,0,32,0,1,0,0,0,0,1,0,0,State-California
1341,168462,0,0,51,0,1,0,0,0,0,0,0,1,State-Texas
3219,168423,0,1,-64,0,0,0,1,0,0,0,1,0,State-Texas
1910,168397,0,1,44,0,1,0,0,0,0,0,0,1,State-New York
1133,168352,0,1,46,0,0,1,0,0,0,0,0,1,State-California
2010,168316,0,1,56,0,0,0,1,0,0,0,0,0,State-Florida
2989,168281,0,0,62,0,0,1,0,0,0,1,0,0,State-Illinois
1928,168274,1,1,41,1,0,0,0,0,0,1,0,0,State-New York
2818,168148,0,0,63,0,0,0,1,0,0,0,1,0,State-Other
2132,168142,0,1,56,0,0,0,1,0,0,1,0,0,State-New York
1103,168126,0,0,29,0,0,1,0,0,0,0,0,1,State-California
1662,168118,0,1,57,1,0,0,0,0,0,1,0,0,State-Florida
2235,168118,0,1,57,1,0,0,0,0,0,1,0,0,State-Texas
3005,168117,0,1,73,0,0,0,0,1,0,0,0,1,State-California
1870,168092,0,0,42,0,0,1,0,0,0,0,1,0,State-Other
1482,167911,0,1,71,0,0,0,1,0,0,0,0,1,State-Florida
3070,167911,0,1,71,0,0,0,1,0,0,0,0,1,State-Other
1930,167893,0,1,45,1,0,0,0,0,0,0,0,0,State-Other
2513,167786,0,0,61,0,0,0,0,1,0,0,0,1,State-California
3153,167716,0,1,60,0,1,0,0,0,0,1,0,0,State-Texas
1059,167680,0,1,69,0,0,0,0,1,0,0,0,1,State-Texas
2040,167605,0,0,33,0,0,0,1,0,0,1,0,0,State-Florida
1235,167546,0,0,32,0,1,0,0,0,0,0,0,1,State-California
2865,167546,0,0,32,0,1,0,0,0,0,0,0,1,State-Texas
1918,167536,0,1,50,0,1,0,0,0,0,0,0,1,State-Other
2974,167506,0,1,40,0,0,1,0,0,0,0,0,0,State-Other
2906,167472,0,1,73,0,1,0,0,0,0,0,0,1,State-New York
1635,167445,0,1,46,0,1,0,0,0,0,1,0,0,State-Texas
2530,167445,0,1,46,0,1,0,0,0,0,1,0,0,State-Other
3037,167445,0,1,46,0,1,0,0,0,0,1,0,0,State-Illinois
2232,167433,0,2,68,0,1,0,0,0,0,1,0,0,State-Florida
1717,167432,0,1,47,0,1,0,0,0,0,1,0,0,State-Illinois
1748,167430,0,0,33,0,0,0,1,0,0,1,0,0,State-New York
2445,167419,0,1,50,0,0,0,1,0,0,1,0,0,State-Texas
2886,167384,0,1,50,0,0,1,0,0,0,1,0,0,State-Florida
2111,167381,0,1,69,0,1,0,0,0,0,0,1,0,State-California
2172,167369,0,1,51,0,0,0,0,1,0,0,1,0,State-Florida
1035,167353,0,1,50,0,1,0,0,0,0,0,0,1,State-Texas
3218,167312,0,0,1,1,0,0,0,0,0,1,0,0,State-New York
1416,167309,1,1,53,0,0,0,1,0,0,0,0,0,State-Florida
1420,167272,0,1,54,1,0,0,0,0,0,1,0,0,State-Other
2349,167267,0,1,62,0,1,0,0,0,0,1,0,0,State-Texas
3006,167225,0,1,65,0,1,0,0,0,0,1,0,0,State-Florida
2740,167131,0,1,64,0,1,0,0,0,0,1,0,0,State-Other
2383,167087,0,1,67,0,1,0,0,0,0,0,1,0,State-Illinois
3038,167046,0,1,69,0,0,0,0,1,0,1,0,0,State-New York
2050,167023,0,0,42,0,1,0,0,0,0,1,0,0,State-Other
1066,166991,0,0,66,0,1,0,0,0,0,0,1,0,State-Other
1180,166973,0,0,31,0,0,0,1,0,0,0,0,1,State-Other
1157,166951,0,0,32,0,0,1,0,0,0,1,0,0,State-California
1632,166886,0,1,62,0,0,0,1,0,0,1,0,0,State-Florida
1171,166835,0,0,74,0,1,0,0,0,0,0,1,0,State-Illinois
2722,166835,0,0,74,0,1,0,0,0,0,0,1,0,State-Other
1883,166825,0,0,53,0,0,0,1,0,0,1,0,0,State-California
1654,166731,0,1,50,0,0,0,0,1,0,1,0,0,State-Other
2154,166726,1,1,63,0,1,0,0,0,0,0,1,0,State-Florida
1443,166664,0,0,38,0,0,0,1,0,0,0,0,0,State-Texas
2598,166664,0,0,38,0,0,0,1,0,0,0,0,0,State-Florida
1057,166653,1,1,45,0,0,0,1,0,0,1,0,0,State-Illinois
2185,166636,0,0,63,0,0,0,1,0,0,0,1,0,State-Illinois
1449,166582,0,0,51,0,0,1,0,0,0,0,0,1,State-Texas
1550,166565,0,1,58,0,0,1,0,0,0,1,0,0,State-New York
1303,166503,1,0,35,0,0,1,0,0,0,1,0,0,State-Illinois
2090,166480,1,1,55,0,1,0,0,0,0,1,0,0,State-New York
3084,166476,0,1,51,0,0,0,1,0,0,0,1,0,State-Florida
1667,166476,0,1,44,1,0,0,0,0,0,0,0,1,State-California
1396,166465,0,1,65,0,1,0,0,0,0,0,0,1,State-Other
1362,166426,0,1,59,0,0,0,1,0,0,0,0,1,State-Florida
1689,166375,0,1,72,0,0,0,1,0,0,0,0,1,State-Texas
1051,166373,1,1,42,0,1,0,0,0,0,1,0,0,State-Illinois
1713,166373,1,1,42,0,1,0,0,0,0,1,0,0,State-Texas
1317,166334,0,1,64,0,1,0,0,0,0,0,0,1,State-Texas
1262,166313,0,1,57,0,0,0,1,0,0,0,0,1,State-New York
2256,166303,0,1,49,0,1,0,0,0,0,1,0,0,State-Florida
2061,166294,0,0,55,0,0,1,0,0,0,1,0,0,State-Texas
3217,166201,2,1,74,0,0,0,1,0,0,0,0,1,State-Illinois
2524,166033,0,1,63,0,0,0,0,1,0,1,0,0,State-Other
2224,166000,0,0,73,0,0,0,1,0,0,0,1,0,State-Other
1438,165991,0,1,44,0,1,0,0,0,0,1,0,0,State-Other
1796,165968,0,1,50,0,0,0,1,0,0,0,0,1,State-New York
1095,165846,0,0,75,0,1,0,0,0,0,0,0,1,State-Texas
2518,165819,0,0,42,0,1,0,0,0,0,1,0,0,State-Other
2984,165814,0,1,54,0,0,0,1,0,0,0,0,1,State-New York
1391,165808,1,1,49,1,0,0,0,0,0,0,0,1,State-California
1666,165777,0,0,53,0,0,0,1,0,0,1,0,0,State-Other
2192,165748,0,1,65,0,0,0,1,0,0,1,0,0,State-New York
1141,165747,0,1,51,0,1,0,0,0,0,1,0,0,State-Illinois
2819,165735,1,1,55,0,0,0,1,0,0,0,1,0,State-California
3139,165706,0,0,50,1,0,0,0,0,0,0,0,0,State-Illinois
2397,165704,0,0,48,0,0,1,0,0,0,0,0,0,State-Texas
2290,165695,0,1,60,0,1,0,0,0,0,0,0,1,State-Other
1799,165685,0,1,48,0,1,0,0,0,0,1,0,0,State-California
2377,165685,0,1,48,0,1,0,0,0,0,1,0,0,State-Illinois
1490,165665,0,1,44,0,1,0,0,0,0,1,0,0,State-New York
1270,165640,0,1,46,0,0,0,1,0,0,0,0,1,State-Other
1987,165569,0,1,67,0,1,0,0,0,0,0,1,0,State-Illinois
2045,165526,0,1,56,0,1,0,0,0,0,0,0,1,State-California
2585,165526,0,1,56,0,1,0,0,0,0,0,0,1,State-California
2471,165492,0,0,61,0,1,0,0,0,0,1,0,0,State-California
1614,165488,0,0,62,0,0,0,1,0,0,0,0,1,State-Florida
3102,165487,0,0,63,0,0,1,0,0,0,0,1,0,State-Florida
3156,165487,0,0,63,0,0,0,1,0,0,0,1,0,State-Florida
1047,165486,0,1,63,0,0,0,0,1,0,1,0,0,State-Texas
2089,165463,1,0,46,0,1,0,0,0,0,0,0,0,State-Illinois
2754,165370,0,0,36,0,1,0,0,0,0,0,0,0,State-Florida
1966,165352,0,1,46,0,1,0,0,0,0,0,0,1,State-Other
3112,165333,0,1,47,0,0,1,0,0,0,1,0,0,State-Other
1023,165324,0,1,66,0,1,0,0,0,0,0,0,1,State-Texas
1832,165324,0,1,66,0,1,0,0,0,0,0,0,1,State-New York
1517,165316,1,1,58,0,1,0,0,0,0,1,0,0,State-California
3022,165308,0,0,47,0,1,0,0,0,0,1,0,0,State-Other
1661,165295,0,0,40,0,0,1,0,0,0,0,0,1,State-California
1483,165275,0,0,76,0,1,0,0,0,0,1,0,0,State-Illinois
3097,165220,0,0,55,0,0,0,1,0,0,0,0,1,State-Illinois
3142,165210,0,1,65,0,1,0,0,0,0,1,0,0,State-Other
2042,165196,0,2,62,0,0,0,1,0,0,1,0,0,State-New York
1236,165176,0,1,51,0,0,0,1,0,0,0,1,0,State-Florida
2288,165169,0,0,38,0,1,0,0,0,0,1,0,0,State-New York
2450,165148,0,1,62,0,1,0,0,0,0,1,0,0,State-New York
2230,165106,0,1,45,0,1,0,0,0,0,1,0,0,State-Other
1131,165104,0,1,44,0,0,0,1,0,0,0,1,0,State-Texas
1470,165104,0,1,44,0,0,0,1,0,0,0,1,0,State-Florida
3216,165090,0,1,53,0,1,0,0,0,0,1,0,0,State-Florida
1342,165073,0,0,77,0,1,0,0,0,0,0,1,0,State-Other
1067,165031,0,1,61,0,1,0,0,0,0,1,0,0,State-California
1228,164961,0,1,62,0,0,0,1,0,0,1,0,0,State-Other
1913,164950,0,1,69,0,0,1,0,0,0,0,0,1,State-California
2637,164892,0,1,44,1,0,0,0,0,0,1,0,0,State-Texas
2436,164866,0,1,70,0,0,0,0,1,0,0,1,0,State-Florida
2291,164857,0,0,64,0,0,1,0,0,0,0,1,0,State-California
2452,164857,0,0,64,0,0,1,0,0,0,0,1,0,State-Other
2903,164849,0,0,63,0,0,1,0,0,0,1,0,0,State-California
1921,164831,1,1,68,0,0,1,0,0,0,0,0,0,State-Illinois
2683,164813,1,0,42,0,1,0,0,0,0,1,0,0,State-Illinois
1305,164795,0,1,49,0,1,0,0,0,0,1,0,0,State-Texas
2216,164722,1,0,49,0,1,0,0,0,0,1,0,0,State-New York
3048,164713,1,0,50,1,0,0,0,0,0,1,0,0,State-Florida
2757,164590,0,0,52,0,1,0,0,0,0,1,0,0,State-Texas
1975,164587,1,1,66,1,0,0,0,0,0,1,0,0,State-Illinois
2588,164509,0,0,30,0,0,1,0,0,0,1,0,0,State-New York
2003,164504,1,2,67,0,0,0,1,0,0,0,0,1,State-California
1197,164497,0,1,66,1,0,0,0,0,0,1,0,0,State-Texas
2941,164474,0,1,48,0,0,0,1,0,0,1,0,0,State-Illinois
1974,164449,1,0,31,0,0,1,0,0,0,1,0,0,State-Florida
1557,164413,0,1,50,0,0,0,1,0,0,0,0,1,State-Texas
1487,164355,1,0,35,0,1,0,0,0,0,0,0,1,State-California
1308,164325,0,1,59,1,0,0,0,0,0,0,0,1,State-Florida
2828,164260,0,0,59,0,0,0,1,0,0,1,0,0,State-New York
2252,164191,0,1,57,0,0,1,0,0,0,0,1,0,State-New York
2048,164176,0,1,55,1,0,0,0,0,0,0,0,0,State-New York
2617,164140,0,2,56,1,0,0,0,0,0,0,0,1,State-Illinois
1721,164108,0,1,67,0,0,1,0,0,0,0,0,1,State-California
1295,164100,0,1,56,0,1,0,0,0,0,0,1,0,State-California
1877,164090,0,1,64,0,0,0,1,0,0,1,0,0,State-California
2463,164014,2,1,74,0,0,0,1,0,0,0,0,1,State-Texas
3202,164014,2,1,74,0,0,0,1,0,0,0,0,1,State-Other
2110,163998,0,0,68,1,0,0,0,0,0,0,0,0,State-Other
3215,163979,1,0,46,0,1,0,0,0,0,1,0,0,State-California
2542,163972,0,1,56,0,0,1,0,0,0,0,1,0,State-Other
2798,163967,0,1,52,0,1,0,0,0,0,1,0,0,State-New York
2528,163943,0,1,64,0,1,0,0,0,0,1,0,0,State-New York
2371,163915,0,2,64,0,1,0,0,0,0,0,1,0,State-Illinois
1212,163887,0,1,58,1,0,0,0,0,0,1,0,0,State-Florida
1736,163855,0,0,42,0,0,0,1,0,0,0,0,0,State-New York
1266,163841,0,1,52,1,0,0,0,0,0,0,1,0,State-Florida
2176,163841,0,1,52,1,0,0,0,0,0,0,1,0,State-Other
2374,163841,0,1,52,1,0,0,0,0,0,0,1,0,State-Other
1357,163810,0,1,54,0,0,1,0,0,0,1,0,0,State-Illinois
2398,163810,0,1,54,0,0,1,0,0,0,1,0,0,State-Other
3194,163777,1,1,41,0,1,0,0,0,0,1,0,0,State-New York
1190,163693,0,1,42,1,0,0,0,0,0,1,0,0,State-New York
1964,163693,0,1,42,1,0,0,0,0,0,1,0,0,State-New York
2981,163684,0,1,50,0,1,0,0,0,0,1,0,0,State-California
1730,163564,0,0,66,0,1,0,0,0,0,0,0,0,State-New York
3116,163516,1,1,47,0,0,0,1,0,0,0,0,1,State-New York
2773,163404,0,2,56,0,0,0,1,0,0,1,0,0,State-Illinois
1371,163381,0,1,60,0,0,0,1,0,0,1,0,0,State-Texas
1623,163381,0,1,60,0,0,0,1,0,0,1,0,0,State-Texas
1243,163342,0,1,59,0,0,0,1,0,0,0,0,1,State-Illinois
2725,163342,0,1,59,0,0,0,1,0,0,0,0,1,State-Illinois
2125,163285,0,0,75,0,0,0,0,1,0,1,0,0,State-Illinois
2641,163246,0,2,53,0,1,0,0,0,0,0,0,1,State-Illinois
2921,163211,0,0,38,0,1,0,0,0,0,1,0,0,State-California
2788,163207,0,0,28,0,0,0,1,0,0,1,0,0,State-Other
2481,163206,0,0,46,0,1,0,0,0,0,0,1,0,State-Texas
2784,163159,0,0,46,0,0,1,0,0,0,0,0,1,State-Florida
1621,163120,0,1,70,1,0,0,0,0,0,0,1,0,State-Illinois
1012,163033,0,0,61,1,0,0,0,0,0,1,0,0,State-Other
1121,162998,0,1,68,0,1,0,0,0,0,1,0,0,State-California
3129,162994,1,0,40,0,0,0,1,0,0,1,0,0,State-Texas
1125,162981,0,0,53,0,0,0,1,0,0,0,0,1,State-Texas
2237,162972,0,1,65,0,1,0,0,0,0,0,0,0,State-California
2813,162972,0,1,65,0,1,0,0,0,0,0,0,0,State-California
2735,162905,0,1,56,0,1,0,0,0,0,0,0,0,State-California
1720,162882,0,1,51,0,0,0,1,0,0,1,0,0,State-Other
3214,162868,0,0,34,0,0,1,0,0,0,1,0,0,State-Other
1625,162859,0,1,61,1,0,0,0,0,0,0,0,1,State-California
1771,162847,0,0,75,0,0,0,1,0,0,0,1,0,State-Illinois
2041,162845,1,1,71,0,1,0,0,0,0,0,1,0,State-Illinois
2322,162845,1,1,71,0,1,0,0,0,0,0,1,0,State-Florida
1896,162820,0,0,66,0,1,0,0,0,0,1,0,0,State-Florida
2880,162820,0,0,66,0,1,0,0,0,0,1,0,0,State-Florida
1585,162807,0,1,60,0,0,0,1,0,0,1,0,0,State-Illinois
2457,162807,0,1,60,0,0,0,1,0,0,1,0,0,State-Texas
2858,162772,0,1,51,0,0,1,0,0,0,0,1,0,State-New York
1222,162745,0,1,55,0,1,0,0,0,0,0,0,1,State-Other
2146,162710,0,1,48,0,1,0,0,0,0,1,0,0,State-Other
2904,162694,1,1,55,0,1,0,0,0,0,0,1,0,State-Florida
2632,162670,0,1,66,0,1,0,0,0,0,0,0,1,State-Other
3106,162637,0,1,66,1,0,0,0,0,0,0,1,0,State-Other
2795,162568,0,1,58,0,0,0,1,0,0,1,0,0,State-California
1155,162551,0,0,67,1,0,0,0,0,0,1,0,0,State-Texas
2771,162535,0,1,65,0,0,1,0,0,0,1,0,0,State-California
1006,162513,0,1,53,0,0,0,1,0,0,0,1,0,State-Other
1459,162503,0,1,64,0,1,0,0,0,0,1,0,0,State-Illinois
1375,162499,1,0,41,0,0,0,1,0,0,0,1,0,State-Illinois
1547,162466,0,1,50,0,1,0,0,0,0,0,0,0,State-California
1615,162466,0,1,50,0,1,0,0,0,0,0,0,0,State-Illinois
1852,162450,0,1,61,0,0,1,0,0,0,1,0,0,State-Other
2670,162335,0,1,68,1,0,0,0,0,0,1,0,0,State-Florida
2174,162307,0,1,68,0,0,1,0,0,0,1,0,0,State-New York
1737,162220,0,1,48,0,0,0,1,0,0,0,0,1,State-Texas
1320,162204,0,2,60,1,0,0,0,0,0,1,0,0,State-Florida
1310,162187,0,0,63,0,1,0,0,0,0,1,0,0,State-New York
1345,162187,0,1,51,0,0,0,0,1,0,0,0,1,State-Illinois
2337,162159,0,0,74,0,0,1,0,0,0,0,0,1,State-Texas
2328,162061,0,1,44,0,0,0,1,0,0,1,0,0,State-Florida
1750,162058,0,1,64,0,1,0,0,0,0,0,1,0,State-Other
1462,162010,0,1,48,0,1,0,0,0,0,0,0,1,State-Other
2168,162000,0,1,68,0,0,1,0,0,0,0,0,1,State-New York
1559,161996,0,1,43,0,1,0,0,0,0,0,0,1,State-California
1676,161923,0,2,59,0,1,0,0,0,0,0,1,0,State-New York
2905,161917,1,1,46,0,1,0,0,0,0,0,0,1,State-Illinois
1259,161905,0,1,45,0,0,0,1,0,0,0,0,1,State-California
1781,161872,0,1,50,0,1,0,0,0,0,0,1,0,State-California
1512,161839,0,0,56,0,0,1,0,0,0,1,0,0,State-Florida
