ID,Income,Kids,Teens,Age,Marital Status,Education Level,State,Campaign Purchase,Complaint,Pilot,Enrollment,Recency,Teas,Fruits,Meats,Seafood,Sweets,Premium,Regular,Deals,Website,Catalog,Store,Visits
2949,154690,1,1,49,Married,Without Learning,State-Texas,None,0,0,4/13/2020,76,314,45,105,20,25,51,458,3,3,1,5,3
1923,182025,0,0,37,Divorced,Graduate,State-Texas,MC5,0,1,11/2/2019,76,593,217,1345,107,155,217,2199,1,3,2,6,1
2524,166033,0,1,63,Widow,Graduate,State-Other,None,0,0,6/27/2019,76,737,88,450,116,148,163,1375,2,8,3,7,7
1416,167309,1,1,53,Together,Without Learning,State-Florida,None,0,0,6/30/2019,76,1280,117,450,370,236,236,2217,15,9,6,9,7
2207,161284,0,0,65,Single,PhD,State-California,MC4,0,0,3/18/2020,76,1626,39,279,53,18,118,1897,1,11,2,8,6
1755,106835,0,1,63,Together,PhD,State-Texas,None,0,0,5/15/2019,76,1672,31,188,31,31,188,1766,0,0,0,1,20
1785,148192,0,0,62,Married,Graduate,State-Texas,MC4,0,1,9/11/2019,76,3195,132,627,470,178,89,4514,3,2,8,12,8
1061,125721,1,0,49,Married,Graduate,State-California,None,0,1,10/26/2019,75,5,15,29,15,29,73,20,1,1,1,2,7
1406,118492,1,0,38,Together,Master,State-New York,None,0,0,11/9/2020,75,13,13,13,13,6,6,51,1,1,0,2,8
2994,130261,1,2,48,Together,Graduate,State-Florida,None,0,0,3/2/2019,75,34,0,22,0,13,26,43,1,0,0,3,8
2409,134853,1,1,47,Single,Graduate,State-Texas,None,0,0,5/29/2020,75,35,12,58,8,12,8,116,2,2,0,3,6
1272,130631,1,0,46,Married,Graduate,State-Florida,None,0,0,12/17/2019,75,64,26,85,17,21,85,128,1,3,1,2,7
1229,122804,1,0,49,Single,Graduate,State-California,None,0,0,1/5/2020,75,75,5,38,11,5,5,129,1,2,0,2,9
2272,122804,1,0,49,Single,Graduate,State-Other,None,0,0,1/5/2020,75,75,5,38,11,5,5,129,1,2,0,2,9
2418,121645,1,0,41,Together,Graduate,State-Florida,None,0,1,2/8/2019,75,79,0,129,22,28,107,152,3,3,0,3,9
1808,137859,1,2,58,Divorced,Graduate,State-New York,None,0,0,6/19/2019,75,80,4,29,7,4,7,117,2,1,0,3,8
2095,116269,1,0,36,Single,PhD,State-Illinois,None,0,0,2/4/2020,75,136,21,129,21,7,0,314,3,3,0,3,8
2405,131907,0,0,48,Single,Graduate,State-California,None,0,0,8/9/2019,75,136,360,265,723,66,306,1244,1,6,1,6,7
1695,150272,1,0,38,Together,Graduate,State-Texas,None,0,0,1/12/2020,75,296,39,197,129,24,12,673,3,4,1,5,7
1659,170337,0,0,41,Single,Graduate,State-Texas,None,0,0,6/8/2020,75,453,196,361,61,104,220,954,1,2,2,12,1
1545,181741,0,0,40,Single,Graduate,State-Texas,None,0,0,11/21/2019,75,554,340,2090,129,298,84,3326,0,6,6,7,2
1891,178420,0,0,54,Single,PhD,State-Illinois,None,0,0,12/4/2019,75,1374,64,1533,207,64,64,3178,1,3,10,8,1
2968,194472,0,1,62,Single,Graduate,State-Other,MC4,0,0,9/7/2020,75,2094,68,858,222,206,33,3415,1,5,5,5,5
1365,119986,1,0,35,Married,Graduate,State-Texas,None,0,0,4/20/2020,74,18,36,30,0,12,36,60,1,0,0,3,7
1643,119986,1,0,35,Married,Graduate,State-California,None,0,0,4/20/2020,74,18,36,30,0,12,36,60,1,0,0,3,7
1129,136921,1,1,55,Divorced,PhD,State-Illinois,None,0,0,1/2/2020,74,63,4,45,11,4,15,111,2,2,0,3,7
2222,159062,2,1,53,Married,PhD,State-New York,None,0,0,3/9/2020,74,124,3,32,8,0,24,143,2,2,0,3,4
1278,138361,1,0,51,Together,Graduate,State-Florida,None,0,0,6/2/2020,74,141,0,202,72,29,50,393,3,3,1,3,7
3034,138361,1,0,51,Together,Graduate,State-Other,None,0,0,6/2/2020,74,141,0,202,72,29,50,393,3,3,1,3,7
1537,122419,0,0,57,Married,Graduate,State-Illinois,None,0,0,9/23/2019,74,164,16,257,104,115,229,426,1,3,2,2,8
1804,122419,0,0,57,Married,Graduate,State-Other,None,0,0,9/23/2019,74,164,16,257,104,115,229,426,1,3,2,2,8
1109,136550,1,0,42,Married,Without Learning,State-California,None,0,0,7/27/2019,74,176,336,351,460,385,448,1259,5,9,1,5,9
2491,151766,1,0,40,Single,Graduate,State-Illinois,None,0,0,8/15/2020,74,176,150,255,18,59,150,507,2,4,2,4,5
2360,154342,1,1,64,Together,Without Learning,State-New York,None,0,0,12/8/2019,74,239,28,97,31,28,80,344,4,3,1,4,6
1714,145072,1,2,72,Divorced,PhD,State-Other,None,0,0,3/22/2020,74,463,6,319,23,6,97,721,5,6,1,4,8
1594,126877,0,0,51,Single,Master,State-Other,None,0,0,1/24/2020,74,477,61,359,94,85,189,887,2,3,1,6,6
1270,165640,0,1,46,Together,PhD,State-Other,None,0,0,8/5/2020,74,515,18,376,50,38,167,830,1,5,1,8,2
3129,162994,1,0,40,Together,Graduate,State-Texas,None,0,0,8/8/2020,74,580,31,124,10,31,31,745,1,6,2,4,6
2292,145143,0,1,55,Together,Master,State-Florida,None,0,0,1/31/2020,74,649,16,238,35,16,45,910,3,6,1,5,7
2569,145143,0,1,55,Together,Master,State-Illinois,None,0,0,1/31/2020,74,649,16,238,35,16,45,910,3,6,1,5,7
1571,161794,0,1,59,Married,Master,State-California,None,0,0,2/19/2020,74,691,123,492,141,123,29,1542,2,4,4,10,2
2720,181795,0,0,68,Married,Graduate,State-New York,None,0,0,4/2/2019,74,720,293,1540,60,262,196,2680,1,4,11,7,2
2143,159594,0,1,55,Married,Graduate,State-Illinois,MC4,0,0,3/27/2019,74,1224,11,78,0,0,24,1288,1,8,1,7,7
2858,162772,0,1,51,Single,Master,State-New York,MC4,0,0,10/24/2019,74,1507,127,407,112,21,280,1893,1,5,6,11,2
2479,154108,1,1,47,Married,Master,State-Illinois,None,0,0,4/12/2019,74,1535,17,259,23,17,276,1575,13,8,2,9,8
1234,175027,0,1,67,Married,Graduate,State-Other,None,0,0,6/16/2019,74,2158,149,418,310,28,180,2883,2,9,4,6,5
2206,175032,0,1,61,Married,PhD,State-Other,None,0,0,10/3/2019,74,2221,28,420,110,28,28,2778,2,5,4,9,3
2784,163159,0,0,46,Single,PhD,State-Florida,MC3,0,0,4/12/2019,74,2493,88,1514,230,222,96,4451,1,3,5,8,3
2115,172903,0,0,35,Single,Graduate,State-Texas,MC4,0,1,4/4/2020,74,2531,327,1779,0,45,92,4589,1,7,5,8,4
1871,131814,1,0,47,Married,Graduate,State-California,MC3,0,0,7/17/2019,73,145,12,83,17,4,83,178,2,2,0,3,9
2974,167506,0,1,40,Single,Without Learning,State-Other,None,0,0,6/8/2020,73,223,94,166,82,89,166,489,1,4,1,6,3
2816,184953,0,0,67,Widow,Master,State-New York,MC4,0,1,11/8/2019,73,364,105,1311,137,157,157,1916,1,3,10,4,2
2983,168805,0,1,61,Divorced,PhD,State-Illinois,None,0,0,2/22/2020,73,447,5,120,42,32,49,596,1,3,1,7,2
3187,140101,1,0,35,Together,Master,State-Illinois,None,0,0,3/21/2019,73,597,10,451,91,84,217,1017,4,6,1,6,7
1883,166825,0,0,53,Together,Graduate,State-California,None,0,0,12/19/2019,73,607,252,1011,72,100,100,1942,1,4,5,6,2
2471,165492,0,0,61,Married,Graduate,State-California,None,0,0,7/2/2020,73,624,407,745,531,215,119,2403,2,4,7,13,2
2141,144375,0,1,55,Married,Graduate,State-California,None,0,0,8/27/2020,73,693,16,91,23,23,133,713,1,4,1,6,5
1132,186111,0,0,58,Married,Graduate,State-Other,None,0,0,9/24/2019,73,862,61,1634,78,86,272,2449,1,5,7,10,2
1399,175865,0,0,77,Married,PhD,State-Illinois,None,0,0,9/4/2020,73,1120,0,1370,362,0,28,2823,1,3,5,10,1
2971,179205,0,0,45,Married,Graduate,State-Illinois,MC1,0,1,2/3/2019,73,1140,52,265,405,63,100,1826,1,6,5,4,4
1598,148240,0,0,51,Single,PhD,State-New York,None,0,1,4/16/2019,73,1195,280,762,197,151,126,2458,3,6,3,13,5
1536,160504,0,1,49,Single,PhD,State-Florida,None,0,0,7/14/2020,73,1215,0,64,16,11,90,1215,2,6,2,8,6
1672,161209,0,0,50,Single,Graduate,State-Other,None,0,0,1/30/2020,73,1227,0,590,313,129,261,1999,1,5,3,4,2
2250,185485,0,0,62,Single,Without Learning,State-Florida,None,0,0,11/25/2020,73,1367,56,1326,95,39,117,2766,1,6,6,6,2
2833,170116,0,0,48,Married,PhD,State-Illinois,None,0,0,7/3/2019,73,1715,107,1463,230,141,70,3586,1,2,8,12,1
2496,187188,0,0,37,Single,PhD,State-Florida,None,0,1,11/8/2019,73,1954,238,1554,105,159,118,3892,1,10,2,6,3
1900,174637,0,0,66,Single,PhD,State-Other,MC1,0,0,10/23/2019,73,2246,150,1086,342,0,37,3786,1,6,9,9,3
1627,177632,0,0,73,Together,Master,State-Illinois,MC4,0,1,8/15/2019,73,2746,240,1734,0,96,336,4480,1,4,2,6,2
1507,170503,0,0,67,Married,Graduate,State-Illinois,MC4,0,0,3/7/2019,73,3335,80,522,0,80,160,3857,1,2,4,9,6
1429,123295,0,0,61,Divorced,Graduate,State-Illinois,None,0,0,12/18/2019,72,0,0,5,11,64,26,53,1,1,0,2,8
2824,125008,1,0,32,Single,Graduate,State-Other,None,0,0,7/9/2020,72,10,40,40,30,5,45,80,2,1,0,3,8
2894,134230,1,1,55,Together,PhD,State-New York,None,0,0,6/2/2019,72,59,0,16,0,0,8,67,1,1,0,2,7
1192,140637,1,1,55,Single,PhD,State-Other,None,0,0,12/22/2019,72,76,0,45,0,0,10,111,2,1,0,3,7
1531,147850,1,0,40,Married,Graduate,State-Illinois,None,0,0,5/9/2020,72,130,22,133,62,37,31,352,1,3,0,4,6
3110,136997,1,1,52,Divorced,Graduate,State-New York,None,0,0,7/9/2019,72,159,15,44,30,0,100,148,5,2,1,4,5
2159,128510,1,1,39,Divorced,Graduate,State-California,None,0,0,9/18/2019,72,198,23,86,0,18,86,239,3,2,0,4,5
1425,156223,0,1,72,Married,PhD,State-Texas,None,0,0,5/26/2020,72,214,78,86,44,0,11,411,2,2,1,5,4
1043,179941,0,0,44,Single,Graduate,State-California,None,0,0,12/2/2020,72,277,369,599,511,68,392,1432,1,2,4,9,1
2756,142473,1,1,44,Single,PhD,State-New York,None,0,0,7/24/2020,72,312,3,70,0,13,84,315,3,2,1,4,5
1998,154165,0,0,51,Together,Graduate,State-Florida,None,0,0,11/2/2019,72,361,11,208,43,17,31,609,1,2,1,7,2
1511,150353,0,0,43,Married,Master,State-California,None,0,0,11/12/2020,72,421,45,457,200,93,105,1111,1,4,4,6,3
2236,155158,1,1,50,Married,PhD,State-Other,None,0,1,1/4/2019,72,824,0,245,11,31,65,1046,4,7,2,5,7
1619,184574,0,0,68,Single,Graduate,State-California,None,0,0,11/9/2019,72,845,44,1556,83,118,356,2289,1,9,11,11,5
1795,191820,0,0,34,Together,PhD,State-Illinois,None,0,0,4/29/2020,72,857,153,1561,159,336,63,3002,0,5,5,12,1
1120,177376,1,1,64,Together,PhD,State-Other,None,0,0,10/14/2020,72,1128,44,252,37,28,28,1460,4,6,3,10,4
1794,152750,0,1,65,Married,Master,State-Florida,None,0,0,7/12/2019,72,1138,0,692,261,200,200,2091,6,5,7,9,4
2672,186580,0,0,37,Married,PhD,State-New York,MC5,0,0,8/4/2019,72,1146,45,274,56,43,43,1521,0,4,2,5,1
2740,167131,0,1,64,Married,Graduate,State-Other,None,0,0,8/31/2019,72,1158,177,622,232,87,154,2121,3,9,2,12,6
2787,179734,0,0,51,Married,Master,State-Texas,MC1,0,0,12/2/2020,72,1289,18,523,52,140,38,1984,1,4,3,6,1
2179,178075,0,0,48,Married,PhD,State-Illinois,None,0,0,9/9/2020,72,1305,18,591,78,80,182,1889,1,3,5,5,1
1088,147916,0,1,60,Widow,Graduate,State-New York,MC4,0,0,4/29/2019,72,1559,0,80,0,0,232,1408,5,7,4,6,6
2763,160839,1,1,41,Together,Without Learning,State-Texas,None,0,0,2/2/2019,72,1586,56,338,590,397,338,2628,13,2,2,12,8
1216,179930,0,0,48,Married,PhD,State-Other,None,0,0,1/13/2019,72,1783,194,1666,151,115,38,3870,1,3,5,8,2
2354,156242,0,1,51,Married,PhD,State-New York,None,0,0,8/8/2019,72,1914,22,464,31,22,244,2209,5,8,4,11,6
2807,154693,0,1,58,Married,PhD,State-California,None,0,0,7/25/2019,72,1940,48,402,65,74,99,2430,8,6,4,13,6
1476,176005,0,0,65,Together,Graduate,State-Florida,MC1,0,0,7/30/2019,72,2276,46,901,556,116,93,3802,1,3,5,13,6
1382,123442,1,0,33,Single,Graduate,State-New York,None,0,0,5/31/2019,71,11,0,32,42,32,26,90,1,1,0,3,7
1850,130545,1,0,41,Together,Graduate,State-New York,None,0,0,3/24/2019,71,17,51,64,81,30,51,192,2,2,0,3,7
3168,116185,1,0,30,Single,Basic,State-Florida,None,0,0,1/10/2020,71,36,79,115,151,57,323,115,2,2,2,2,8
1383,114515,1,0,40,Together,Without Learning,State-Texas,None,0,1,4/16/2019,71,47,32,71,47,284,276,205,4,2,2,3,7
1724,138702,1,0,42,Together,Without Learning,State-New York,None,0,0,1/6/2020,71,47,39,86,47,29,143,104,2,3,0,4,6
2849,149638,0,1,68,Divorced,Graduate,State-California,None,0,0,9/23/2020,71,54,30,9,9,15,0,118,1,1,0,3,2
1782,146984,1,1,64,Widow,Graduate,State-Florida,None,0,0,8/31/2019,71,59,3,31,6,3,25,78,1,1,0,3,5
2845,126642,1,0,53,Divorced,PhD,State-Illinois,None,0,0,8/5/2020,71,62,10,71,10,10,38,124,2,2,0,3,6
1841,123228,1,0,51,Together,Graduate,State-California,None,0,0,7/2/2020,71,69,11,95,32,5,0,212,2,2,0,3,8
2642,136732,1,1,61,Married,PhD,State-New York,None,0,0,6/4/2020,71,78,19,11,37,4,26,123,3,1,1,4,2
1636,150616,0,1,70,Together,PhD,State-Other,None,0,0,9/17/2020,71,89,6,74,0,3,27,146,1,1,1,4,2
2581,154072,1,1,57,Married,PhD,State-Illinois,None,0,0,1/1/2020,71,100,0,11,0,0,0,111,1,2,0,2,8
1492,134935,0,0,28,Married,Graduate,State-Other,None,0,0,11/26/2019,71,131,15,255,12,39,77,375,1,2,1,4,7
2554,134935,0,0,28,Married,Graduate,State-Other,None,0,0,11/26/2019,71,131,15,255,12,39,77,375,1,2,1,4,7
2882,133235,1,0,34,Together,Graduate,State-New York,None,0,0,7/12/2020,71,180,0,64,8,4,24,233,1,3,0,3,7
2693,144392,1,1,46,Together,Graduate,State-California,None,0,0,2/10/2020,71,283,16,231,23,39,94,498,5,4,1,4,7
2078,180910,0,0,34,Single,Without Learning,State-New York,None,0,0,4/7/2019,71,358,179,825,150,87,92,1507,1,3,3,8,1
1441,142207,1,0,36,Married,Master,State-Illinois,MC3,0,1,9/6/2019,71,391,37,243,10,57,155,583,4,4,1,5,6
2090,166480,1,1,55,Married,Graduate,State-New York,None,0,0,11/4/2020,71,498,23,143,50,53,15,751,7,4,1,7,4
1327,159292,0,1,70,Together,PhD,State-Illinois,None,0,0,11/18/2019,71,1016,38,183,51,38,38,1287,2,3,5,8,3
2874,159292,0,1,70,Together,PhD,State-Florida,None,0,0,11/18/2019,71,1016,38,183,51,38,38,1287,2,3,5,8,3
1434,157959,0,1,65,Single,Graduate,State-Florida,None,0,0,10/7/2019,71,1172,44,878,117,65,90,2186,5,4,7,11,3
2623,158684,0,0,39,Single,Graduate,State-Illinois,MC4,0,0,11/20/2020,71,1295,95,484,76,19,230,1739,1,5,3,12,2
2666,161787,0,0,33,Divorced,Master,State-New York,None,0,0,12/11/2019,71,1626,191,1084,204,126,223,3009,1,8,4,6,5
2696,192491,0,0,37,Married,PhD,State-New York,MC4,0,1,10/6/2019,71,2037,92,1946,60,52,46,4142,1,7,5,12,3
2420,182657,0,0,74,Together,Graduate,State-New York,MC4,0,0,3/3/2020,71,2135,371,1485,544,232,278,4488,1,7,5,10,4
3213,161757,0,0,50,Single,Master,State-Texas,None,0,0,1/26/2019,71,2234,26,375,-34,26,52,2643,2,9,4,12,8
2786,146757,0,1,57,Single,PhD,State-New York,None,0,0,4/23/2019,71,2439,94,512,0,160,383,2822,6,4,4,7,9
3198,144802,0,0,50,Single,Master,State-Florida,None,0,0,1/26/2019,71,2757,32,462,42,32,65,3261,2,9,4,12,8
2617,164140,0,2,56,Divorced,PhD,State-Illinois,MC3,0,1,2/28/2020,71,3734,0,156,0,38,550,3378,5,2,5,6,5
2669,118222,0,0,30,Married,Graduate,State-California,None,0,0,6/7/2019,70,78,26,123,78,39,91,253,1,2,0,3,8
1775,146524,0,1,59,Single,Graduate,State-California,None,0,0,9/10/2019,70,98,60,110,82,44,164,230,2,1,1,5,3
3007,117649,1,0,44,Married,Graduate,State-Illinois,None,0,0,4/18/2020,70,100,7,153,0,33,7,287,3,3,0,3,8
1254,138097,1,1,50,Married,PhD,State-Florida,MC3,0,1,3/22/2019,70,279,7,127,0,4,250,167,4,3,2,2,7
1519,147352,0,1,69,Together,Master,State-Illinois,None,0,0,9/16/2019,70,535,37,349,25,0,47,899,4,6,1,5,7
2382,147352,0,1,69,Together,Master,State-Florida,None,0,0,9/16/2019,70,535,37,349,25,0,47,899,4,6,1,5,7
1974,164449,1,0,31,Single,Graduate,State-Florida,None,0,0,7/25/2020,70,556,161,720,350,89,179,1697,4,5,3,12,4
1200,144377,1,1,52,Married,PhD,State-Florida,None,0,0,3/12/2019,70,729,0,98,0,0,33,794,8,5,1,5,8
1083,179593,0,0,47,Married,Graduate,State-Texas,MC5,0,0,10/16/2020,70,790,135,1282,248,300,327,2428,1,5,6,7,2
2015,179593,0,0,47,Married,Graduate,State-California,MC5,0,0,10/16/2020,70,790,135,1282,248,300,327,2428,1,5,6,7,2
2286,150200,1,1,44,Together,Graduate,State-Florida,None,0,0,9/8/2019,70,796,18,153,24,18,191,817,6,7,1,5,8
2021,161180,0,1,61,Married,Graduate,State-California,MC3,0,0,9/27/2020,70,1062,63,76,16,63,574,706,2,5,5,6,3
2792,172282,0,0,69,Single,Graduate,State-New York,None,0,1,12/24/2019,70,1199,64,999,215,331,365,2443,1,5,7,9,7
2712,177437,0,0,57,Married,Graduate,State-Florida,MC5,0,0,5/2/2020,70,1283,48,1013,66,101,66,2445,1,4,5,13,1
1960,153103,0,1,66,Together,Graduate,State-Other,MC3,0,0,2/17/2020,70,2102,49,383,32,0,562,2004,5,10,6,7,7
2830,174290,0,1,49,Divorced,Master,State-Other,MC4,0,0,1/17/2020,70,2630,0,169,0,28,28,2799,4,10,8,10,6
3040,177610,0,1,68,Married,PhD,State-Other,None,0,0,4/5/2019,70,2849,76,760,48,76,37,3771,2,4,7,4,7
2096,171819,0,1,49,Together,Graduate,State-New York,MC4,0,0,2/2/2020,70,2928,67,335,0,33,402,2962,3,3,3,5,6
3101,116005,1,0,40,Married,Basic,State-California,None,0,0,1/19/2019,69,7,22,14,145,217,341,65,3,2,1,2,8
2336,138136,1,0,42,Married,Graduate,State-New York,MC3,0,0,9/27/2019,69,29,54,98,0,72,120,134,2,3,1,2,8
1085,142394,1,0,48,Single,Master,State-California,None,0,0,8/27/2020,69,50,7,34,0,3,13,81,1,1,0,3,7
1355,148178,1,1,45,Married,Graduate,State-California,None,0,0,4/4/2019,69,489,12,138,18,6,117,547,6,5,1,4,8
2769,134074,1,1,68,Together,Graduate,State-Texas,MC3,0,0,12/18/2019,69,531,4,161,39,4,264,476,5,3,3,3,6
1513,149154,1,1,60,Married,PhD,State-Illinois,None,0,0,4/9/2020,69,625,30,203,91,82,215,816,6,4,1,8,6
2150,181657,0,0,51,Single,Graduate,State-New York,None,0,0,6/28/2020,69,810,89,945,351,133,111,2218,1,3,4,8,1
1024,140689,0,1,69,Together,Graduate,State-Other,None,0,0,8/23/2019,69,934,10,93,135,21,342,851,7,7,1,5,8
1565,140689,0,1,69,Together,Graduate,State-California,None,0,0,8/23/2019,69,934,10,93,135,21,342,851,7,7,1,5,8
1717,167432,0,1,47,Married,Graduate,State-Illinois,None,0,0,9/3/2019,69,1073,196,847,439,338,422,2471,2,8,5,4,4
1587,161467,0,2,72,Married,PhD,State-Texas,None,0,0,5/16/2019,69,1077,42,299,0,13,129,1303,3,5,2,10,5
1942,152597,0,1,58,Single,PhD,State-Other,None,0,0,10/11/2020,69,1427,0,107,20,0,122,1433,3,6,3,8,5
1116,201970,0,0,37,Single,Graduate,State-Florida,MC4,0,1,8/17/2019,69,1430,53,202,87,143,333,1583,0,6,8,13,2
3149,144325,0,1,48,Married,PhD,State-California,MC4,0,0,8/12/2019,69,1680,0,68,0,0,16,1732,4,8,2,7,8
2578,170638,0,0,65,Divorced,Master,State-Other,MC4,0,0,11/6/2019,69,2454,29,519,39,29,152,2918,1,4,5,10,3
1070,140246,1,0,43,Divorced,Graduate,State-New York,None,0,0,5/26/2019,68,7,3,21,7,3,3,38,1,1,0,2,6
3081,134587,1,1,67,Together,Graduate,State-Texas,None,0,0,10/20/2020,68,27,8,35,8,0,8,70,2,1,0,3,4
1291,123976,1,0,36,Together,Graduate,State-Illinois,None,0,0,6/2/2020,68,72,5,109,10,16,129,83,3,3,1,3,7
2299,137235,1,0,36,Together,Graduate,State-Illinois,None,0,0,7/8/2020,68,74,7,33,15,22,74,77,1,1,1,2,4
2916,128320,0,1,70,Together,Graduate,State-Florida,None,0,0,6/21/2019,68,86,5,63,14,9,18,159,1,1,0,3,8
2526,157530,0,1,69,Divorced,Master,State-Florida,None,0,0,3/18/2020,68,137,3,74,16,19,3,246,1,1,1,4,1
3093,150116,1,1,63,Together,Graduate,State-Texas,MC4,0,0,11/24/2020,68,162,0,30,0,0,6,186,2,1,0,4,5
2447,134380,1,0,43,Married,Graduate,State-California,None,0,0,10/7/2019,68,281,27,227,51,4,94,496,4,4,1,3,8
2029,135196,1,0,36,Together,Graduate,State-Illinois,None,0,1,4/20/2019,68,288,46,542,165,150,718,472,6,6,1,5,8
2690,135196,1,0,36,Together,Graduate,State-New York,None,0,0,4/20/2019,68,288,46,542,165,150,718,472,6,6,1,5,8
2454,141020,0,0,33,Single,Master,State-Florida,None,0,0,4/3/2020,68,385,3,186,24,24,124,498,1,3,2,4,3
2735,162905,0,1,56,Married,Without Learning,State-California,None,0,0,2/15/2020,68,430,194,249,308,277,153,1305,3,7,2,8,4
2162,143140,0,1,63,Married,Graduate,State-New York,None,0,0,6/12/2019,68,445,27,252,20,0,36,707,1,4,1,5,6
2337,162159,0,0,74,Single,PhD,State-Texas,None,0,0,10/2/2020,68,475,44,676,201,183,76,1503,1,6,2,10,4
1010,105648,1,1,70,Together,PhD,State-New York,MC3,0,0,8/17/2020,68,524,0,112,19,19,243,430,1,1,0,0,20
2573,136108,1,0,36,Single,Graduate,State-California,MC3,0,0,3/21/2020,68,531,30,486,11,41,177,924,3,7,1,4,9
2061,166294,0,0,55,Single,Graduate,State-Texas,None,0,0,8/21/2020,68,630,271,838,163,231,293,1839,1,4,3,5,2
2270,152531,0,0,49,Married,Graduate,State-New York,None,0,0,6/6/2019,68,822,325,438,148,209,363,1580,2,7,2,10,6
2036,170596,0,0,35,Single,Graduate,State-New York,None,0,0,3/12/2019,68,839,106,1290,41,0,63,2214,1,3,5,12,2
2747,170596,0,0,35,Single,Graduate,State-California,None,0,0,3/12/2019,68,839,106,1290,41,0,63,2214,1,3,5,12,2
1530,185620,0,0,56,Widow,Graduate,State-Florida,None,0,1,6/13/2020,68,902,100,2005,130,232,100,3269,1,3,6,4,1
2223,176624,0,1,58,Single,Graduate,State-Texas,MC3,0,0,10/28/2020,68,947,244,339,124,265,152,1768,1,5,10,7,1
2982,141638,0,1,56,Divorced,Graduate,State-Florida,MC3,0,0,7/21/2019,68,1072,0,105,14,0,310,881,4,5,5,3,8
2788,163207,0,0,28,Together,Graduate,State-Other,MC1,0,0,6/27/2019,68,1131,436,1459,235,436,181,3517,1,2,3,6,7
1095,165846,0,0,75,Married,PhD,State-Texas,None,0,0,10/22/2019,68,1416,204,695,201,101,204,2413,1,6,3,6,4
2702,123529,0,1,55,Single,Basic,State-New York,None,0,0,6/14/2019,67,47,37,68,16,11,105,74,1,1,1,2,6
1903,139858,1,0,51,Single,Master,State-Illinois,None,0,1,7/1/2019,67,53,70,88,7,25,91,151,1,2,0,4,6
1460,141644,1,1,48,Single,PhD,State-New York,None,0,0,10/13/2020,67,68,10,14,7,0,7,92,2,1,0,3,3
2214,128427,1,0,37,Together,Graduate,State-Florida,None,0,0,8/26/2019,67,81,14,86,14,14,27,181,2,2,0,3,8
3184,128427,1,0,37,Together,Graduate,State-Other,None,0,0,8/26/2019,67,81,14,86,14,14,27,181,2,2,0,3,8
1523,122944,1,0,39,Single,Master,State-California,None,0,0,5/29/2020,67,102,16,102,21,27,139,129,3,3,0,3,7
1504,130630,1,1,55,Divorced,Graduate,State-Other,None,0,0,7/3/2020,67,115,4,51,9,0,43,136,2,2,0,3,7
1798,122507,0,0,66,Single,Graduate,State-Other,None,0,0,5/1/2019,67,370,0,1230,278,855,370,2362,3,10,2,4,9
2103,152034,1,1,47,Divorced,Master,State-Texas,None,0,0,10/22/2019,67,427,0,272,20,38,213,543,5,4,2,5,7
2860,152413,1,0,36,Single,Graduate,State-Other,None,0,0,4/10/2019,67,538,23,387,163,163,35,1239,2,7,1,7,7
2918,172570,0,0,36,Married,Graduate,State-New York,None,0,0,9/29/2020,67,652,197,514,359,335,533,1524,1,4,6,12,1
1348,151479,1,1,53,Married,Graduate,State-Other,None,0,0,6/4/2019,67,727,24,471,18,24,191,1071,7,6,3,6,7
1902,172354,0,0,27,Single,Graduate,State-Florida,None,0,0,9/22/2019,67,750,62,1127,524,29,434,2058,1,2,10,6,1
2862,186979,0,0,49,Divorced,PhD,State-Florida,MC3,0,1,4/13/2020,67,1255,215,1795,140,178,75,3508,1,5,5,5,2
1866,182072,0,0,50,Together,PhD,State-Florida,None,0,0,12/7/2019,67,1972,122,1520,373,204,286,3904,1,3,2,13,1
2111,167381,0,1,69,Married,Master,State-California,MC4,0,0,6/22/2019,67,2025,20,132,27,0,174,2030,4,2,2,9,7
3068,176068,0,1,45,Married,Graduate,State-New York,MC4,0,0,5/6/2019,67,2581,28,296,76,28,176,2833,1,2,3,4,6
1217,134320,1,0,34,Together,PhD,State-California,None,0,0,7/23/2020,66,16,4,35,12,0,0,67,1,1,0,2,8
2975,124206,1,0,50,Single,Graduate,State-California,None,0,0,8/13/2019,66,36,10,41,15,10,15,97,1,1,0,3,6
1354,135684,1,0,36,Married,Without Learning,State-Other,None,0,0,9/26/2020,66,38,15,27,0,23,11,91,1,1,0,3,6
3137,141967,1,1,39,Single,Graduate,State-California,None,0,0,4/29/2020,66,78,14,34,0,7,51,81,1,1,0,3,4
1202,170951,0,0,35,Married,Graduate,State-New York,None,0,0,10/9/2019,66,576,24,1335,612,210,130,2626,1,3,4,9,1
2182,158113,0,1,61,Married,Graduate,State-Other,None,1,0,7/2/2019,66,601,283,460,278,212,229,1605,3,9,2,8,7
2084,153187,1,0,50,Together,Graduate,State-New York,None,0,0,4/1/2020,66,608,6,86,20,20,29,711,2,4,1,6,5
1376,174293,0,0,27,Single,Graduate,State-New York,None,0,0,10/8/2020,66,880,357,786,218,213,190,2264,1,5,4,6,2
1909,174293,0,0,27,Single,Graduate,State-Illinois,None,0,0,10/8/2020,66,880,357,786,218,213,190,2264,1,5,4,6,2
2646,186610,0,0,69,Together,Graduate,State-Florida,None,0,0,2/10/2020,66,961,231,1655,71,422,114,3225,1,5,6,6,2
