ID,MC3,MC4,MC5,MC1,MC2,Complaint,Pilot,Enrollment
2104,0,0,0,0,0,0,0,5/30/2020
2565,0,0,0,1,0,0,0,5/30/2020
2976,0,0,0,0,0,0,0,5/30/2020
1523,0,0,0,0,0,0,0,5/29/2020
1661,0,0,0,0,0,0,0,5/29/2020
2409,0,0,0,0,0,0,0,5/29/2020
3136,1,0,1,1,0,0,0,5/29/2020
1433,0,0,0,0,0,0,0,5/28/2020
1420,0,0,0,0,0,0,0,5/27/2020
2446,0,0,0,0,0,0,0,5/27/2020
1425,0,0,0,0,0,0,0,5/26/2020
2110,0,0,0,0,0,0,1,5/26/2020
2512,0,0,0,0,0,0,0,5/26/2020
1666,0,0,0,0,0,0,0,5/25/2020
2408,0,0,1,1,0,0,0,5/25/2020
1759,0,0,0,0,0,0,0,5/24/2020
1300,0,0,0,0,0,0,0,5/23/2020
1334,0,0,0,0,0,0,0,5/23/2020
1845,0,0,0,0,0,0,0,5/23/2020
2383,0,0,0,0,0,0,0,5/23/2020
1655,0,0,0,0,0,0,0,5/22/2020
1870,0,0,0,0,0,0,0,5/22/2020
2257,1,0,0,0,0,0,0,5/22/2020
2965,0,0,0,1,0,0,1,5/22/2020
2836,0,0,0,0,0,0,0,5/21/2020
3118,0,0,0,0,0,0,0,5/21/2020
1780,0,0,0,0,0,0,0,5/20/2020
2697,0,1,1,1,0,0,1,5/20/2020
1630,0,0,0,0,0,0,0,5/19/2020
1781,0,0,0,0,0,0,0,5/19/2020
1752,0,0,0,0,0,0,0,5/18/2020
2308,0,0,0,0,0,0,0,5/18/2020
2622,0,0,0,0,0,0,0,5/18/2020
1868,0,0,0,0,0,0,0,5/17/2020
2470,0,0,0,0,0,0,0,5/17/2020
2557,0,0,0,0,0,0,0,5/17/2020
2714,0,0,0,0,0,0,0,5/17/2020
1097,0,0,0,0,0,0,0,5/16/2020
2619,0,0,0,0,0,0,0,5/16/2020
1189,0,0,0,0,0,0,0,5/15/2020
1223,0,0,0,0,0,0,0,5/15/2020
1375,0,0,0,0,0,0,0,5/15/2020
1727,0,0,0,0,0,0,0,5/15/2020
2762,0,0,0,0,0,0,0,5/15/2020
1194,1,0,0,0,0,0,0,5/14/2020
1246,0,0,0,0,0,0,0,5/14/2020
1325,0,0,0,0,0,0,0,5/13/2020
2274,0,0,0,0,0,0,0,5/13/2020
2513,0,0,0,0,0,0,1,5/13/2020
2781,0,0,0,0,0,0,0,5/13/2020
2819,0,0,0,0,0,0,0,5/13/2020
1060,0,0,0,0,0,0,0,5/12/2020
1929,0,0,0,0,0,0,0,5/12/2020
2243,1,0,0,1,0,0,0,5/11/2020
3010,0,0,0,0,0,0,0,5/11/2020
1224,0,0,0,0,0,0,0,5/10/2020
1409,0,0,0,0,0,0,0,5/10/2020
1884,0,0,0,0,0,0,0,5/10/2020
3084,0,0,0,0,0,0,0,5/10/2020
1531,0,0,0,0,0,0,0,5/9/2020
1490,0,0,0,0,0,0,0,5/8/2020
1888,0,0,0,0,0,0,0,5/8/2020
2558,0,0,0,0,0,0,0,5/8/2020
1090,0,0,0,1,0,0,0,5/7/2020
1168,0,0,0,1,0,0,0,5/7/2020
1437,0,0,0,0,0,0,0,5/7/2020
2472,0,0,0,0,0,0,0,5/7/2020
3018,0,0,0,0,0,0,0,5/7/2020
3020,0,0,0,0,0,0,0,5/6/2020
1339,0,0,0,0,0,1,0,5/5/2020
2220,0,0,0,0,0,0,0,5/5/2020
2260,0,0,0,0,0,0,0,5/5/2020
3017,0,0,0,0,0,0,0,5/5/2020
1230,0,0,0,1,0,0,1,5/4/2020
2758,0,0,0,0,0,0,0,5/4/2020
1478,0,1,0,0,0,0,0,5/3/2020
1510,0,0,0,0,0,0,0,5/3/2020
2712,0,0,1,0,0,0,0,5/2/2020
3006,0,0,0,0,0,0,0,5/2/2020
3188,0,0,0,0,0,0,0,5/2/2020
1417,0,0,0,0,0,0,0,5/1/2020
1967,0,0,0,0,0,0,0,5/1/2020
2347,0,0,0,0,0,0,0,5/1/2020
1707,0,0,0,1,0,0,0,4/29/2020
1795,0,0,0,0,0,0,0,4/29/2020
2341,1,0,0,0,0,0,0,4/29/2020
2929,0,0,0,0,0,0,0,4/29/2020
3113,0,0,1,0,0,0,1,4/29/2020
3137,0,0,0,0,0,0,0,4/29/2020
1028,0,0,1,0,0,0,0,4/28/2020
1811,0,0,0,0,0,0,0,4/28/2020
2187,0,0,1,0,0,0,0,4/28/2020
1689,1,0,0,0,0,0,0,4/27/2020
1887,0,0,0,1,0,0,1,4/27/2020
1400,1,0,0,0,0,0,0,4/26/2020
2677,0,0,0,0,0,0,0,4/26/2020
2905,0,0,0,0,0,0,0,4/26/2020
1613,0,0,0,0,0,0,0,4/25/2020
2127,1,0,0,0,0,0,1,4/25/2020
2643,0,0,0,0,0,0,0,4/25/2020
1155,1,0,0,0,0,0,0,4/24/2020
1899,0,0,0,0,0,0,0,4/23/2020
1910,0,0,0,0,0,0,0,4/23/2020
1954,0,0,0,0,0,0,0,4/23/2020
2309,1,0,0,0,0,0,1,4/23/2020
1012,0,0,0,0,0,0,0,4/21/2020
1013,0,0,0,0,0,0,0,4/21/2020
1205,0,1,1,0,0,0,0,4/21/2020
1485,0,0,0,0,0,0,0,4/21/2020
2086,0,0,0,1,0,0,0,4/21/2020
1111,0,0,0,0,0,0,0,4/20/2020
1131,0,0,0,0,0,0,1,4/20/2020
1209,0,0,0,0,0,0,0,4/20/2020
1365,0,0,0,0,0,0,0,4/20/2020
1470,0,0,0,0,0,0,0,4/20/2020
1643,0,0,0,0,0,0,0,4/20/2020
1154,0,0,0,0,0,0,0,4/19/2020
2156,0,0,0,0,0,0,0,4/19/2020
2428,0,0,0,0,0,0,1,4/19/2020
2129,0,0,0,0,0,0,0,4/18/2020
3007,0,0,0,0,0,0,0,4/18/2020
1329,0,0,0,0,0,0,0,4/16/2020
1576,0,0,0,0,0,0,0,4/16/2020
2465,0,0,0,0,0,0,0,4/16/2020
1977,0,0,0,1,0,0,0,4/15/2020
1653,0,0,0,0,0,0,0,4/14/2020
1312,0,0,0,0,0,0,0,4/13/2020
1524,0,0,0,0,0,0,0,4/13/2020
1651,0,0,0,0,0,0,0,4/13/2020
1892,0,0,0,0,0,0,0,4/13/2020
2346,0,0,0,0,0,0,0,4/13/2020
2862,1,0,0,0,0,0,1,4/13/2020
2949,0,0,0,0,0,0,0,4/13/2020
2980,0,0,0,0,0,0,0,4/13/2020
1538,0,0,0,0,0,0,1,4/12/2020
1622,1,0,0,0,0,0,0,4/12/2020
2293,0,0,0,0,0,0,0,4/12/2020
2731,0,0,0,0,0,0,0,4/12/2020
3058,0,0,0,0,0,0,0,4/12/2020
1548,0,0,0,0,0,0,0,4/11/2020
1784,0,0,0,0,0,0,0,4/11/2020
2125,0,0,0,0,0,0,0,4/11/2020
1786,0,0,0,0,0,0,0,4/10/2020
2537,0,0,0,0,0,0,0,4/10/2020
3148,0,0,0,0,0,0,0,4/10/2020
1513,0,0,0,0,0,0,0,4/9/2020
1679,0,0,0,0,0,0,0,4/9/2020
1980,0,0,0,0,0,0,0,4/9/2020
3098,0,0,0,0,0,0,0,4/9/2020
1102,0,0,0,0,0,0,0,4/8/2020
1157,0,0,0,0,0,0,0,4/8/2020
1674,0,0,0,0,0,0,0,4/8/2020
2453,0,0,0,0,0,0,0,4/8/2020
2764,0,0,0,0,0,0,0,4/8/2020
3082,0,0,0,0,0,0,0,4/7/2020
1467,0,0,0,0,0,0,0,4/5/2020
2410,0,0,0,0,0,0,0,4/5/2020
1774,0,0,0,0,0,0,0,4/4/2020
2115,0,1,1,1,0,0,1,4/4/2020
2188,0,0,0,0,0,0,0,4/4/2020
1227,0,1,0,0,0,0,0,4/3/2020
1298,0,0,0,0,0,0,0,4/3/2020
1336,0,0,0,0,0,0,1,4/3/2020
1597,0,0,0,0,0,0,0,4/3/2020
1743,0,0,0,0,0,0,0,4/3/2020
2454,0,0,0,0,0,0,0,4/3/2020
2549,0,0,0,0,0,0,0,4/3/2020
3132,0,0,0,0,0,0,0,4/3/2020
1238,0,0,0,0,0,0,0,4/2/2020
2193,1,0,0,0,0,0,0,4/2/2020
2592,0,0,0,0,0,0,0,4/2/2020
2084,0,0,0,0,0,0,0,4/1/2020
1968,1,0,1,1,0,0,1,3/31/2020
2277,0,0,0,0,0,0,0,3/31/2020
2424,0,0,0,0,0,0,0,3/31/2020
2484,0,0,0,0,0,0,0,3/31/2020
2605,0,0,0,0,0,0,0,3/31/2020
2659,0,0,0,0,0,0,0,3/31/2020
3035,0,0,0,0,0,0,0,3/31/2020
1665,0,0,0,0,0,0,0,3/30/2020
1917,0,0,0,0,0,0,0,3/30/2020
2878,0,0,0,0,0,0,0,3/30/2020
3147,0,0,0,0,0,0,0,3/30/2020
1829,0,0,0,0,0,0,0,3/29/2020
2737,0,0,0,0,0,0,0,3/29/2020
1388,0,1,0,0,0,0,1,3/28/2020
1880,0,0,0,0,0,0,0,3/28/2020
2941,0,0,0,0,0,0,0,3/28/2020
1641,1,0,0,0,0,0,0,3/27/2020
1788,0,0,0,0,0,0,0,3/27/2020
2331,0,0,0,0,0,0,1,3/27/2020
2607,0,0,0,0,0,0,0,3/27/2020
2963,0,0,0,0,0,0,0,3/27/2020
3060,0,0,0,0,0,0,0,3/27/2020
1496,0,1,0,0,0,0,0,3/26/2020
1566,0,0,0,0,0,0,0,3/26/2020
2744,1,0,0,0,0,0,0,3/26/2020
2870,0,0,0,0,0,0,0,3/26/2020
1581,0,0,0,0,0,0,0,3/25/2020
3042,0,0,0,0,0,0,0,3/25/2020
1662,0,0,0,0,0,0,0,3/24/2020
2235,0,0,0,0,0,0,0,3/24/2020
1148,0,0,0,0,0,0,0,3/23/2020
1436,0,0,0,0,0,0,0,3/23/2020
2967,0,0,1,0,0,0,1,3/23/2020
3002,0,0,0,0,0,0,0,3/23/2020
1370,0,1,0,0,0,0,1,3/22/2020
1714,0,0,0,0,0,0,0,3/22/2020
1791,0,0,0,0,0,0,0,3/22/2020
2097,1,0,0,0,0,0,1,3/22/2020
2318,0,0,0,0,0,0,0,3/22/2020
2458,0,0,0,0,0,0,0,3/22/2020
2421,0,0,0,0,0,0,0,3/21/2020
2573,1,0,0,0,0,0,0,3/21/2020
1190,0,0,0,0,0,0,0,3/20/2020
1944,0,0,0,0,0,0,0,3/20/2020
1964,0,0,0,0,0,0,0,3/20/2020
2838,0,0,0,0,0,0,0,3/20/2020
2028,0,0,0,0,0,0,0,3/19/2020
2145,0,0,0,0,0,0,0,3/19/2020
2397,0,0,0,0,0,0,0,3/19/2020
1288,0,0,0,0,0,0,0,3/18/2020
2067,0,0,0,0,0,0,0,3/18/2020
2191,0,1,0,0,0,0,0,3/18/2020
2207,0,1,0,0,0,0,0,3/18/2020
2526,0,0,0,0,0,0,0,3/18/2020
3117,0,0,0,0,0,0,0,3/18/2020
1709,0,0,0,0,0,0,0,3/17/2020
1958,0,0,0,0,0,0,0,3/17/2020
2366,0,0,0,0,0,0,0,3/17/2020
2796,0,0,0,0,0,0,0,3/17/2020
1455,0,0,0,0,0,0,1,3/16/2020
2112,0,0,0,0,0,0,0,3/16/2020
1430,0,0,0,0,0,0,0,3/15/2020
1715,0,1,1,1,0,0,0,3/15/2020
1982,0,0,1,1,0,0,1,3/15/2020
1343,0,0,0,0,0,0,0,3/14/2020
2081,1,0,1,1,0,0,1,3/14/2020
2246,1,0,1,1,0,0,1,3/14/2020
2610,0,0,0,0,0,0,0,3/14/2020
2655,0,0,0,1,0,0,0,3/14/2020
2805,0,0,0,0,0,0,0,3/14/2020
1379,0,0,0,0,0,0,0,3/12/2020
1855,0,0,0,0,0,0,0,3/12/2020
2101,0,0,0,0,0,0,0,3/12/2020
2199,0,0,0,0,0,0,0,3/12/2020
2591,0,0,0,0,0,0,0,3/11/2020
2950,0,0,0,0,0,0,0,3/11/2020
1225,0,0,0,0,0,0,0,3/10/2020
1256,0,0,0,0,0,0,0,3/10/2020
2218,0,1,1,0,1,0,0,3/10/2020
2339,0,0,0,0,0,0,0,3/10/2020
2797,0,0,0,0,0,0,0,3/10/2020
3057,0,0,0,0,0,0,0,3/10/2020
3094,0,1,1,0,1,0,0,3/10/2020
1732,0,0,0,0,0,0,0,3/9/2020
1741,0,0,0,0,0,0,0,3/9/2020
2222,0,0,0,0,0,0,0,3/9/2020
2367,0,0,0,0,0,0,0,3/9/2020
2771,0,0,0,0,0,0,0,3/9/2020
1042,0,0,0,0,0,0,0,3/8/2020
1362,0,0,0,0,0,0,0,3/8/2020
1558,0,0,0,0,0,0,0,3/8/2020
1814,0,0,0,0,0,0,0,3/8/2020
2613,0,0,0,0,0,0,0,3/8/2020
3104,1,0,0,0,0,0,0,3/8/2020
3121,1,0,0,0,0,0,0,3/8/2020
2296,0,0,0,0,0,0,0,3/7/2020
2469,0,0,0,0,0,0,0,3/7/2020
2898,0,0,1,0,0,0,0,3/7/2020
1121,0,0,0,0,0,0,0,3/6/2020
1670,0,0,0,0,0,0,0,3/6/2020
1928,0,0,0,0,0,0,0,3/6/2020
2429,0,0,0,0,0,0,0,3/6/2020
3065,0,0,0,0,0,0,0,3/6/2020
1171,0,0,0,0,0,0,0,3/4/2020
1851,0,1,0,0,1,0,0,3/4/2020
2722,0,0,0,0,0,0,0,3/4/2020
2791,0,1,0,0,0,0,0,3/4/2020
2906,0,0,0,0,0,0,0,3/4/2020
3009,1,0,0,0,0,0,0,3/4/2020
1064,0,0,0,0,0,0,0,3/3/2020
1711,0,0,0,0,0,0,0,3/3/2020
2420,0,1,0,1,0,0,0,3/3/2020
2884,1,0,0,0,0,0,0,3/2/2020
1649,0,0,0,0,0,0,0,3/1/2020
2027,0,0,0,0,0,0,0,3/1/2020
2307,0,0,0,0,0,0,0,3/1/2020
1098,0,0,0,0,0,0,0,2/29/2020
1848,0,0,0,0,0,0,0,2/29/2020
2617,1,0,1,0,1,0,1,2/28/2020
2680,0,0,0,0,0,0,0,2/28/2020
1445,0,0,0,0,0,0,0,2/27/2020
2202,0,0,0,0,0,0,0,2/27/2020
2205,0,0,0,0,0,0,0,2/27/2020
3026,0,0,0,1,0,0,0,2/27/2020
2417,0,0,0,0,0,0,0,2/26/2020
2098,1,0,0,0,0,0,1,2/25/2020
2494,0,0,0,0,0,0,0,2/25/2020
2952,0,0,0,0,0,0,0,2/25/2020
1185,0,0,1,0,0,0,0,2/24/2020
1579,0,0,0,0,0,0,1,2/24/2020
1738,0,0,0,0,0,0,0,2/24/2020
1515,0,0,0,0,0,0,0,2/23/2020
2018,0,0,0,0,0,0,0,2/23/2020
2312,0,1,0,1,0,0,0,2/23/2020
2926,0,0,0,0,0,0,0,2/23/2020
2979,0,0,0,0,0,0,0,2/23/2020
1586,0,0,0,0,0,0,0,2/22/2020
1681,0,0,0,0,0,0,0,2/22/2020
1856,1,0,1,1,0,0,0,2/22/2020
2315,0,0,0,0,0,0,0,2/22/2020
2983,0,0,0,0,0,0,0,2/22/2020
1237,0,0,0,0,0,0,0,2/21/2020
1262,0,0,0,0,0,0,0,2/21/2020
1562,0,0,0,0,0,0,0,2/21/2020
1632,0,0,0,0,0,0,0,2/21/2020
2403,0,0,0,0,0,0,0,2/21/2020
1729,1,0,0,0,0,0,0,2/20/2020
2531,0,0,0,0,0,0,0,2/20/2020
2800,0,0,0,0,0,0,0,2/20/2020
3045,0,0,0,0,0,0,0,2/20/2020
1571,0,0,0,0,0,0,0,2/19/2020
1556,0,0,0,0,0,0,0,2/18/2020
1147,0,0,0,0,0,0,0,2/17/2020
1760,0,0,0,0,0,0,0,2/17/2020
1946,0,0,0,0,0,0,0,2/17/2020
1960,1,0,0,0,0,0,0,2/17/2020
2100,0,0,0,0,0,0,0,2/17/2020
2234,0,0,0,0,0,0,0,2/17/2020
1316,0,0,0,0,0,0,0,2/16/2020
1578,0,0,0,0,0,0,0,2/16/2020
2181,0,0,0,0,0,0,0,2/16/2020
2639,0,0,0,0,0,0,0,2/16/2020
2809,0,0,0,0,0,0,1,2/16/2020
3022,0,0,1,1,0,0,0,2/16/2020
1107,0,0,0,0,0,0,0,2/15/2020
1295,0,1,0,0,0,0,0,2/15/2020
2735,0,0,0,0,0,0,0,2/15/2020
2829,0,0,0,0,0,0,1,2/15/2020
1006,0,0,0,0,0,0,0,2/14/2020
1544,0,0,0,0,0,0,0,2/14/2020
2493,0,0,0,0,0,0,0,2/14/2020
2811,0,0,0,0,0,0,0,2/14/2020
2863,0,0,0,0,0,0,0,2/14/2020
1421,0,0,0,0,0,0,0,2/12/2020
1551,0,0,0,0,0,0,0,2/12/2020
2739,0,0,0,0,0,0,0,2/12/2020
2841,0,0,0,0,0,0,0,2/11/2020
2881,0,0,0,0,0,0,0,2/11/2020
3039,0,0,0,0,0,0,0,2/11/2020
2271,0,0,0,0,0,0,0,2/10/2020
2646,0,0,0,0,0,0,0,2/10/2020
2693,0,0,0,0,0,0,0,2/10/2020
2900,0,0,0,0,0,0,0,2/10/2020
1073,0,0,0,0,0,1,0,2/9/2020
1114,0,0,0,0,0,0,0,2/9/2020
1036,0,0,0,0,0,0,0,2/7/2020
2522,0,0,0,0,0,0,0,2/7/2020
1749,0,0,0,0,0,0,0,2/6/2020
1800,0,0,0,0,0,0,0,2/6/2020
2177,0,0,0,0,0,0,0,2/6/2020
1206,0,0,0,0,0,0,0,2/5/2020
1640,0,0,0,0,0,0,0,2/5/2020
2328,0,1,0,0,0,0,0,2/5/2020
2606,0,0,0,0,0,0,0,2/5/2020
2793,0,0,0,0,0,0,0,2/5/2020
2818,0,0,0,0,0,0,0,2/5/2020
2914,0,0,0,0,0,0,0,2/5/2020
3059,0,0,0,0,0,0,1,2/5/2020
1757,0,0,0,0,0,0,0,2/4/2020
2095,0,0,0,0,0,0,0,2/4/2020
2579,0,0,0,0,0,0,0,2/4/2020
1034,0,0,0,0,0,0,0,2/3/2020
1356,1,0,0,0,0,0,0,2/3/2020
1133,0,0,0,0,0,0,0,2/2/2020
1137,0,0,0,0,0,1,0,2/2/2020
1156,0,1,0,0,0,0,0,2/2/2020
2096,0,1,1,0,0,0,0,2/2/2020
2686,1,0,1,1,0,0,1,2/2/2020
2231,0,0,1,1,0,0,1,2/1/2020
2292,0,0,0,0,0,0,0,1/31/2020
2569,0,0,0,0,0,0,0,1/31/2020
3085,0,0,0,0,0,0,0,1/31/2020
1672,0,0,0,0,0,0,0,1/30/2020
2168,0,0,0,1,0,0,0,1/30/2020
2801,0,0,0,0,0,0,0,1/30/2020
2940,0,0,0,0,0,0,0,1/29/2020
1502,0,0,0,0,0,0,0,1/28/2020
1561,0,0,0,0,0,0,0,1/28/2020
2073,0,0,0,0,0,0,0,1/28/2020
1422,0,0,0,0,0,0,0,1/27/2020
2167,0,0,0,0,0,0,0,1/27/2020
2459,0,0,0,0,0,0,0,1/27/2020
1003,0,0,0,0,0,0,0,1/26/2020
1966,0,0,0,0,0,0,0,1/26/2020
2007,1,0,0,0,0,0,1,1/26/2020
3165,1,0,0,0,0,0,0,1/26/2020
1149,0,0,0,0,0,0,0,1/25/2020
1342,0,0,0,0,0,1,0,1/25/2020
1573,0,0,0,0,0,0,0,1/25/2020
2058,0,0,0,0,0,0,0,1/25/2020
2249,0,0,0,0,0,0,0,1/25/2020
2357,1,0,0,0,0,0,1,1/25/2020
2363,0,0,0,0,0,0,0,1/25/2020
2596,0,1,0,0,0,0,0,1/25/2020
2641,0,0,0,0,0,0,0,1/25/2020
2738,0,0,0,0,0,0,0,1/25/2020
1594,0,0,0,0,0,0,0,1/24/2020
1947,0,0,1,1,0,0,1,1/24/2020
2437,0,0,0,0,0,1,0,1/24/2020
1628,0,0,0,0,0,0,0,1/23/2020
2064,0,0,0,0,0,0,0,1/22/2020
2124,0,0,0,0,0,0,0,1/22/2020
2185,0,0,0,0,0,0,0,1/22/2020
2588,1,0,0,0,0,0,1,1/22/2020
1506,0,0,0,0,0,0,0,1/21/2020
1882,0,0,0,0,0,0,0,1/21/2020
2240,0,0,1,1,0,0,0,1/21/2020
1328,1,0,0,0,0,0,1,1/20/2020
1386,0,0,0,0,0,0,0,1/20/2020
1965,0,0,1,1,0,0,1,1/20/2020
2209,0,0,0,0,0,0,0,1/20/2020
2767,0,0,1,0,0,0,0,1/20/2020
1124,0,0,0,0,0,0,0,1/19/2020
1979,1,0,0,0,0,0,0,1/18/2020
2830,0,1,0,1,0,0,0,1/17/2020
1080,0,0,0,0,0,0,0,1/16/2020
1465,0,0,0,0,0,0,0,1/16/2020
1879,0,0,0,0,0,0,0,1/16/2020
3090,0,0,0,0,0,0,0,1/15/2020
1920,0,0,0,0,0,0,0,1/14/2020
2038,0,0,0,0,0,0,0,1/14/2020
2589,0,0,0,0,0,0,0,1/14/2020
2798,0,0,0,0,0,0,0,1/14/2020
1522,0,0,0,0,0,0,0,1/13/2020
1802,0,0,0,0,0,0,0,1/13/2020
1527,0,1,1,0,0,0,1,1/12/2020
1695,0,0,0,0,0,0,0,1/12/2020
1877,0,0,0,0,0,0,1,1/12/2020
1898,0,1,1,0,0,0,1,1/12/2020
1963,0,0,0,0,0,0,0,1/12/2020
2076,0,0,0,0,0,0,0,1/12/2020
2837,0,0,0,0,0,0,0,1/12/2020
1426,0,0,0,0,0,0,0,1/11/2020
2753,0,0,0,0,0,0,0,1/11/2020
2987,0,1,1,1,0,0,1,1/11/2020
1821,0,0,0,0,0,0,0,1/10/2020
2765,0,0,0,0,0,0,0,1/10/2020
3043,0,0,0,0,0,0,0,1/10/2020
3168,0,0,0,0,0,0,0,1/10/2020
2732,0,0,0,0,0,0,1,1/9/2020
1542,0,0,0,0,0,0,0,1/8/2020
2088,0,0,0,0,0,0,0,1/8/2020
1176,0,0,0,0,0,0,0,1/7/2020
2083,0,0,0,0,0,0,0,1/7/2020
2166,0,0,0,0,0,0,0,1/7/2020
3095,0,0,0,0,0,0,0,1/7/2020
1557,0,0,0,0,0,0,0,1/6/2020
1724,0,0,0,0,0,0,0,1/6/2020
2009,0,0,0,0,0,0,0,1/6/2020
2754,0,0,0,0,0,0,0,1/6/2020
3130,0,0,0,0,0,0,0,1/6/2020
1229,0,0,0,0,0,0,0,1/5/2020
2272,0,0,0,0,0,0,0,1/5/2020
2025,0,0,0,0,0,0,1,1/4/2020
2204,1,0,0,0,0,0,0,1/4/2020
2371,0,0,0,0,0,0,0,1/4/2020
2645,0,1,0,1,0,0,1,1/4/2020
3182,0,0,0,0,0,0,0,1/4/2020
1302,0,0,0,0,0,0,0,1/3/2020
1652,0,0,0,0,0,0,0,1/3/2020
2298,0,0,0,0,0,0,0,1/3/2020
2313,0,0,0,0,0,0,0,1/3/2020
3141,0,0,0,0,0,0,0,1/3/2020
1129,0,0,0,0,0,0,0,1/2/2020
1825,0,0,0,0,0,0,0,1/1/2020
2468,1,0,1,1,0,0,1,1/1/2020
2581,0,0,0,0,0,0,0,1/1/2020
1599,0,0,0,0,0,0,0,12/31/2019
1676,0,0,0,0,0,0,0,12/31/2019
1664,0,0,0,0,0,0,0,12/30/2019
2042,1,0,0,0,0,0,0,12/30/2019
2344,0,1,0,0,0,0,0,12/30/2019
2633,0,0,0,0,0,0,0,12/29/2019
3083,0,0,0,0,0,0,0,12/29/2019
1092,0,0,0,0,0,0,0,12/28/2019
1863,0,0,0,0,0,0,0,12/28/2019
2662,0,1,0,0,1,0,1,12/28/2019
2289,0,0,0,0,0,0,0,12/27/2019
2629,0,0,0,0,0,0,0,12/27/2019
2137,0,0,0,0,0,0,1,12/26/2019
2264,0,0,0,0,0,0,0,12/26/2019
2535,0,0,0,0,0,0,0,12/26/2019
2790,0,0,0,0,0,0,0,12/26/2019
3032,0,0,0,0,0,0,0,12/26/2019
1922,0,0,0,0,0,0,0,12/25/2019
1491,0,0,0,0,0,0,0,12/24/2019
1773,1,0,0,0,0,0,0,12/24/2019
2664,0,0,0,0,0,0,0,12/24/2019
2665,0,0,0,0,0,0,0,12/24/2019
2792,0,0,0,0,0,0,1,12/24/2019
1595,0,0,0,0,0,0,0,12/23/2019
2055,0,0,0,0,0,0,0,12/23/2019
2416,0,0,0,0,0,0,0,12/23/2019
1192,0,0,0,0,0,0,0,12/22/2019
2197,0,0,0,0,0,0,0,12/22/2019
1081,0,1,0,0,0,0,0,12/21/2019
1304,0,0,0,0,0,0,0,12/21/2019
2232,0,1,0,0,0,0,0,12/21/2019
2854,0,0,0,0,0,0,0,12/20/2019
3177,0,0,0,0,0,0,0,12/20/2019
1604,0,0,0,0,0,0,0,12/19/2019
1883,0,0,0,0,0,0,0,12/19/2019
1894,0,0,0,0,0,0,1,12/19/2019
1919,0,0,0,0,0,0,0,12/19/2019
1160,0,0,0,0,0,0,0,12/18/2019
1429,0,0,0,0,0,0,0,12/18/2019
2769,1,0,0,0,0,0,0,12/18/2019
1272,0,0,0,0,0,0,0,12/17/2019
1673,0,0,0,0,0,0,0,12/17/2019
1691,0,0,0,0,0,0,0,12/17/2019
1961,0,0,0,0,0,0,0,12/17/2019
1110,0,0,0,0,0,0,0,12/16/2019
1603,0,0,0,0,0,0,0,12/16/2019
1563,0,0,0,0,0,0,0,12/14/2019
2482,0,0,0,0,0,0,0,12/14/2019
2936,0,1,1,0,1,0,1,12/14/2019
1146,0,0,0,0,0,0,0,12/13/2019
2440,0,0,0,0,0,0,0,12/13/2019
2822,0,0,0,0,0,0,0,12/13/2019
2925,0,0,0,0,0,0,0,12/13/2019
1127,0,0,0,0,0,0,0,12/12/2019
2002,0,0,0,0,0,0,0,12/12/2019
3047,0,0,0,0,0,0,0,12/12/2019
2131,0,0,0,0,0,0,0,12/11/2019
2244,0,0,0,0,0,0,0,12/11/2019
2666,0,0,0,0,0,0,0,12/11/2019
3116,0,0,0,0,0,0,0,12/11/2019
1310,0,0,0,0,0,0,0,12/10/2019
1552,0,0,0,0,0,0,0,12/10/2019
2030,0,1,0,0,0,0,0,12/10/2019
2147,0,0,0,0,0,0,0,12/10/2019
3049,0,0,0,0,0,0,0,12/10/2019
1056,0,1,1,0,0,0,1,12/9/2019
1277,1,0,0,0,0,0,0,12/9/2019
1424,0,0,0,0,0,0,0,12/9/2019
2219,0,0,0,0,0,0,0,12/9/2019
2832,0,0,0,0,0,0,0,12/9/2019
3189,0,1,1,0,0,0,1,12/9/2019
1077,0,0,0,0,0,0,0,12/8/2019
1751,0,0,0,0,0,0,0,12/8/2019
2056,0,0,0,1,0,0,0,12/8/2019
2360,0,0,0,0,0,0,0,12/8/2019
2935,0,0,0,0,0,0,0,12/8/2019
1311,0,0,0,0,0,0,0,12/7/2019
1819,0,0,0,0,0,0,0,12/7/2019
1866,0,0,0,0,0,0,0,12/7/2019
1150,0,0,0,0,0,0,0,12/6/2019
1306,0,0,0,0,0,0,0,12/6/2019
3200,0,0,0,0,0,0,0,12/6/2019
3215,0,0,0,0,0,0,0,12/6/2019
1319,0,0,0,0,0,0,0,12/5/2019
1501,0,0,0,0,0,0,0,12/5/2019
1857,0,0,0,0,0,0,0,12/5/2019
1891,0,0,0,0,0,0,0,12/4/2019
2011,0,0,1,0,0,0,1,12/4/2019
2212,0,0,0,0,0,0,0,12/4/2019
2196,0,0,0,0,0,0,1,12/3/2019
2285,0,0,0,0,0,0,0,12/3/2019
3139,0,1,1,0,1,0,1,12/3/2019
2576,0,0,0,0,0,0,0,12/2/2019
2615,0,0,0,0,0,0,0,12/2/2019
2652,0,0,0,0,0,0,0,12/2/2019
3122,0,0,0,0,0,0,0,12/2/2019
1471,0,0,0,0,0,0,0,12/1/2019
1546,0,0,0,0,0,0,0,11/30/2019
2358,0,1,0,0,0,0,0,11/30/2019
2278,0,1,0,0,0,0,0,11/29/2019
2466,0,0,0,0,0,0,1,11/29/2019
3133,0,0,0,0,0,0,0,11/29/2019
